,Rating,Artist,Album,Date,,,,,,,,
7534,6.2,The Duke Spirit,Neptune,4/10/2008,,,,,,,,
7535,6.8,The Selmanaires,The Air Salesmen,4/14/2008,,,,,,,,
7536,8.1,Frightened Rabbit,Midnight Organ Fight,4/14/2008,,,,,,,,
7537,8.8,Cut Copy,In Ghost Colours,4/14/2008,,,,,,,,
7538,7.8,Microkingdom's Pro Hour,Wrenches: My Heart / Double Abacus,4/14/2008,,,,,,,,
7539,4.2,Cloud Cult,Feel Good Ghosts (Tea-Partying Through Tornadoes),4/11/2008,,,,,,,,
7540,6.4,Team Robespierre,Everything's Perfect,4/15/2008,,,,,,,,
7541,8.3,Toumani Diabat\xc3\xa9,The Mande Variations,4/15/2008,,,,,,,,
7542,7.6,Sally Shapiro,Remix Romance Vol. 1,4/15/2008,,,,,,,,
7543,8.5,M83,Saturdays=Youth,4/15/2008,,,,,,,,
7544,5.8,Groove Armada,Soundboy Rock,4/14/2008,,,,,,,,
7545,7,De Novo Dahl,"Move Every Muscle, Make Every Sound",4/16/2008,,,,,,,,
7546,7.8,Elbow,The Seldom Seen Kid,4/16/2008,,,,,,,,
7547,5.8,Guillemots,Red,4/16/2008,,,,,,,,
7548,6.5,Muse,H.A.A.R.P.,4/16/2008,,,,,,,,
7549,6.1,Division Day,Beartrap Island,4/15/2008,,,,,,,,
7550,7.4,Autistic Daughters,Uneasy Flowers,4/17/2008,,,,,,,,
7551,8.4,Orchestral Manoeuvres in the Dark,Dazzle Ships,4/17/2008,,,,,,,,
7552,6.8,Black Francis,SVN FNGRS,4/17/2008,,,,,,,,
7553,4.9,The Kooks,Konk,4/17/2008,,,,,,,,
7554,5.8,Colour Revolt,"Plunder, Beg, and Curse",4/16/2008,,,,,,,,
7555,7.9,eMC,The Show,4/18/2008,,,,,,,,
7556,7.1,The Plastic Constellations,We Appreciate You,4/18/2008,,,,,,,,
7557,3.8,Magnetic Morning,Magnetic Morning EP,4/18/2008,,,,,,,,
7558,7,Nadja,Skin Turns to Glass / Bliss Torn from Emptiness,4/18/2008,,,,,,,,
7559,7.3,Naked on the Vague,The Blood Pressure Sessions,4/17/2008,,,,,,,,
7560,7.7,Idol Fodder,B\xc3\xa4bytalk,4/21/2008,,,,,,,,
7561,7.4,Various Artists,Don't Stop: Recording Tap,4/21/2008,,,,,,,,
7562,9.4,The Replacements,"Sorry Ma, Forgot to Take Out the Trash / Stink / Hootenanny / Let It Be",4/21/2008,,,,,,,,
7563,6.9,The Teenagers,Reality Check,4/21/2008,,,,,,,,
7564,7.3,Capillary Action,So Embarrassing,4/18/2008,,,,,,,,
7565,7.5,Pants Yell!,Alison Statton,4/22/2008,,,,,,,,
7566,8.1,Mantronix,Mantronix: The Album [Deluxe Edition],4/22/2008,,,,,,,,
7567,7.2,Flight of the Conchords,Flight of the Conchords,4/22/2008,,,,,,,,
7568,7.7,The Last Shadow Puppets,The Age of the Understatement,4/22/2008,,,,,,,,
7569,6.9,Fancey,Schmancey,4/21/2008,,,,,,,,
7570,8,diskJokke,Staying In,4/23/2008,,,,,,,,
7571,6.3,Tokyo Police Club,Elephant Shell,4/23/2008,,,,,,,,
7572,6.7,Spoon,Don't You Evah EP,4/23/2008,,,,,,,,
7573,6.9,Gossip,Live in Liverpool,4/23/2008,,,,,,,,
7574,7,Various Artists,In the Name of Love: Africa Celebrates U2,4/22/2008,,,,,,,,
7575,8,Toumast,Ishumar,4/24/2008,,,,,,,,
7576,6.5,Billy Bragg,Mr. Love & Justice,4/24/2008,,,,,,,,
7577,7.8,Prodigy,H.N.I.C. Pt. 2,4/24/2008,,,,,,,,
7578,5.6,Air,Moon Safari - 10th Anniversary Edition,4/24/2008,,,,,,,,
7579,6.8,Pete Rock,NY's Finest,4/23/2008,,,,,,,,
7580,4.8,Experimental Dental School,Jane Doe Loves Me,4/25/2008,,,,,,,,
7581,7.1,Wye Oak,If Children,4/25/2008,,,,,,,,
7582,8.6,Love,Forever Changes [Collector's Edition],4/25/2008,,,,,,,,
7583,8.5,Titus Andronicus,The Airing of Grievances,4/25/2008,,,,,,,,
7584,6.1,Ellen Allien,Boogybytes Vol. 04,4/24/2008,,,,,,,,
7585,7,Evangelista,"Hello, Voyager",4/28/2008,,,,,,,,
7586,5.3,Madonna,Hard Candy,4/28/2008,,,,,,,,
7587,8.8,Portishead,Third,4/28/2008,,,,,,,,
7588,4.8,South,You Are Here,4/28/2008,,,,,,,,
7589,6.2,Ladyhawk,Shots,4/25/2008,,,,,,,,
7590,6.4,Antietam,Opus Mixtum,4/29/2008,,,,,,,,
7591,7.8,Karl Blau,AM,4/29/2008,,,,,,,,
7592,6.6,Constantines,Kensington Heights,4/29/2008,,,,,,,,
7593,7.8,The Roots,Rising Down,4/29/2008,,,,,,,,
7594,6.9,Russian Circles,Station,4/28/2008,,,,,,,,
7595,7.6,Cub,Box of Hair,4/30/2008,,,,,,,,
7596,8,Jucifer,L'autrichienne,4/30/2008,,,,,,,,
7597,6,Joy Division,The Best of Joy Division,4/30/2008,,,,,,,,
7598,7.9,Jamie Lidell,Jim,4/30/2008,,,,,,,,
7599,7,Neptune,Gong Lake,4/29/2008,,,,,,,,
7600,7.1,Southeast Engine,A Wheel Within a Wheel,5/1/2008,,,,,,,,
7601,7.6,New Bloods,The Secret Life,5/1/2008,,,,,,,,
7602,7.1,Tindersticks,The Hungry Saw,5/1/2008,,,,,,,,
7603,6.4,Les Savy Fav,After the Balls Drop,5/1/2008,,,,,,,,
7604,6.2,Singer,Unhistories,4/30/2008,,,,,,,,
7605,7.8,Various Artists,Yeti #5,5/2/2008,,,,,,,,
7606,7,Atmosphere,"When Life Gives You Lemons, You Paint That Shit Gold",5/2/2008,,,,,,,,
7607,8.8,Fairport Convention,What We Did on Our Holidays / Unhalfbricking,5/2/2008,,,,,,,,
7608,6.4,Boris,Smile,5/2/2008,,,,,,,,
7609,7.9,Chicha Libre,\xc2\xa1Sonido Amazonico!,5/1/2008,,,,,,,,
7610,7.6,13ghosts,The Strangest Colored Lights,5/5/2008,,,,,,,,
7611,7.3,Head of Femur,Great Plains,5/5/2008,,,,,,,,
7612,7,Blitzen Trapper,EP / Live/Acoustic,5/5/2008,,,,,,,,
7613,9.2,No Age,Nouns,5/5/2008,,,,,,,,
7614,7.3,Robert Hood,Fabric 39,5/2/2008,,,,,,,,
7615,7.5,Kassin + 2,Futurismo,5/6/2008,,,,,,,,
7616,8.2,Sun City Girls,"You're Never Alone with a Cigarette (Singles, Vol. 1)",5/6/2008,,,,,,,,
7617,8.3,The Tallest Man on Earth,Shallow Grave,5/6/2008,,,,,,,,
7618,7.3,Animal Collective,Water Curses EP,5/6/2008,,,,,,,,
7619,4.4,Dead Child,Attack,5/5/2008,,,,,,,,
7620,6.7,Tickley Feather,Tickley Feather,5/7/2008,,,,,,,,
7621,8.2,Various Artists,Funky Nassau: The Compass Point Story 1980-1986,5/7/2008,,,,,,,,
7622,7.6,Robert Forster,The Evangelist,5/7/2008,,,,,,,,
7623,7.1,Santogold,Santogold,5/7/2008,,,,,,,,
7624,5.6,Clear Tigers,Brutal,5/6/2008,,,,,,,,
7625,7.3,Quinn Walker,Laughter's An Asshole/Lion Land,5/8/2008,,,,,,,,
7626,9.5,Chuck Berry,Johnny B. Goode: His Complete '50s Chess Recordings,5/8/2008,,,,,,,,
7627,2.6,The Brian Jonestown Massacre,My Bloody Underground,5/8/2008,,,,,,,,
7628,7.5,Matmos,Supreme Balloon,5/8/2008,,,,,,,,
7629,6.4,Orion Rigel Dommisse,What I Want From You Is Sweet,5/7/2008,,,,,,,,
7630,7.3,The Strugglers,The Latest Rights,5/9/2008,,,,,,,,
7631,8.2,Eleanoora Rosenholm,Vainajan Muotokuva,5/9/2008,,,,,,,,
7632,6.3,Isobel Campbell & Mark Lanegan,Sunday at Devil Dirt,5/9/2008,,,,,,,,
7633,10,Otis Redding,Otis Blue: Otis Redding Sings Soul [Collector's Edition],5/9/2008,,,,,,,,
7634,3.9,Sonic Sum,Films,5/8/2008,,,,,,,,
7635,7.3,S\xc3\xa9bastien Tellier,Sexuality,5/12/2008,,,,,,,,
7636,8.6,Kid Creole,Going Places: The August Darnell Years 1976-1983,5/12/2008,,,,,,,,
7637,7.5,Elvis Costello,Momofuku,5/12/2008,,,,,,,,
7638,6,Death Cab for Cutie,Narrow Stairs,5/12/2008,,,,,,,,
7639,5.6,{{{ Sunset }}},Bright Blue Dream,5/9/2008,,,,,,,,
7640,7.3,Herman Dune,I Wish That I Could See You Soon EP,5/13/2008,,,,,,,,
7641,7.2,Thee Oh Sees,The Master's Bedroom Is Worth Spending A Night In,5/13/2008,,,,,,,,
7642,7.4,Four Tet,Ringer,5/13/2008,,,,,,,,
7643,7.5,Nine Inch Nails,The Slip,5/13/2008,,,,,,,,
7644,6.7,The Explorers Club,Freedom Wind,5/12/2008,,,,,,,,
7645,6.7,The Old Haunts,Poisonous Times,5/14/2008,,,,,,,,
7646,8.2,Alexander Turnquist,Faint at the Loudest Hour,5/14/2008,,,,,,,,
7647,6.5,Ecstatic Sunshine,Way,5/14/2008,,,,,,,,
7648,8.1,Quiet Village,Silent Movie,5/14/2008,,,,,,,,
7649,5.5,Emmanuel Jal,Warchild,5/13/2008,,,,,,,,
7650,6.4,Cloudland Canyon,Lie in Light,5/15/2008,,,,,,,,
7651,7.9,Pattern Is Movement,All Together,5/15/2008,,,,,,,,
7652,6,The Charlatans UK,You Cross My Path,5/15/2008,,,,,,,,
7653,8.3,Subtle,ExitingARM,5/15/2008,,,,,,,,
7654,6.7,Various Artists,Truth & Soul: Fallin' Off the Reel II,5/14/2008,,,,,,,,
7655,6.8,These Are Powers,Taro Tarot EP,5/16/2008,,,,,,,,
7656,8,Les Rallizes Denudes,Eve Night,5/16/2008,,,,,,,,
7657,7.9,Nat Baldwin,Most Valuable Player,5/16/2008,,,,,,,,
7658,5.1,Mates of State,Re-Arrange Us,5/16/2008,,,,,,,,
7659,6.3,Dragged By Horses,Deep in the Woods,5/15/2008,,,,,,,,
7660,7.6,Cheveu,Cheveu,5/19/2008,,,,,,,,
7661,8.2,Various Artists,Carolina Funk: First in Funk 1968-1977,5/19/2008,,,,,,,,
7662,5.6,Various Artists,The Green Owl Comp: A Benefit for Energy Action,5/19/2008,,,,,,,,
7663,5.5,Scarlett Johansson,Anywhere I Lay My Head,5/19/2008,,,,,,,,
7664,5.2,Hymns,Travel in Herds,5/16/2008,,,,,,,,
7665,7.2,Silje Nes,Ames Room,5/20/2008,,,,,,,,
7666,7.7,Thank You,Terrible Two,5/20/2008,,,,,,,,
7667,6.2,Islands,Arm's Way,5/20/2008,,,,,,,,
7668,9.1,Mudhoney,Superfuzz Bigmuff Deluxe Edition / The Lucky Ones,5/20/2008,,,,,,,,
7669,4.6,Imaad Wasif,Strange Hexes,5/19/2008,,,,,,,,
7670,7.7,Devastations,"Yes, U",5/21/2008,,,,,,,,
7671,8.4,Various Artists,Soul Messages from Dimona,5/21/2008,,,,,,,,
7672,7.8,The Cool Kids,The Bake Sale EP,5/21/2008,,,,,,,,
7673,4.3,The National,The Virginia EP,5/21/2008,,,,,,,,
7674,5.5,Jaymay,Autumn Fallin',5/20/2008,,,,,,,,
7675,6.2,Apes,Ghost Games,5/22/2008,,,,,,,,
7676,5.7,Buckshot,The Formula,5/22/2008,,,,,,,,
7677,7.2,Various Artists,Street Sounds Electro: The Ultimate Boxed Set,5/22/2008,,,,,,,,
7678,8,Ellen Allien,Sool,5/22/2008,,,,,,,,
7679,5.8,Flying,Faces of the Night,5/21/2008,,,,,,,,
7680,7,The Drift,Memory Drawings,5/23/2008,,,,,,,,
7681,8.3,Crystal Stilts,Crystal Stilts,5/23/2008,,,,,,,,
7682,8,HEALTH,DISCO,5/23/2008,,,,,,,,
7683,5.7,Free Kitten,Inherit,5/23/2008,,,,,,,,
7684,4.9,Witch,Paralyzed,5/22/2008,,,,,,,,
7685,5.3,The Sword,Gods of the Earth,5/27/2008,,,,,,,,
7686,7.5,The Wedding Present,El Rey,5/27/2008,,,,,,,,
7687,8.7,"Bonnie ""Prince"" Billy",Lie Down in the Light,5/27/2008,,,,,,,,
7688,6.8,Estelle,Shine,5/27/2008,,,,,,,,
7689,3.9,Neva Dinova,You May Already Be Dreaming,5/23/2008,,,,,,,,
7690,5.2,Indian Jewelry,"""Free Gold!""",5/28/2008,,,,,,,,
7691,7.3,Fat Ray & Black Milk,The Set Up,5/28/2008,,,,,,,,
7692,7.5,Dominique Leone,Dominique Leone,5/28/2008,,,,,,,,
7693,7.6,Mount Eerie,Black Wooden Ceiling Opening EP,5/28/2008,,,,,,,,
7694,6.1,Various Artists,Imaginational Anthem Vol. 3,5/27/2008,,,,,,,,
7695,8,Etran Finatawa,Desert Crossroads,5/29/2008,,,,,,,,
7696,6.8,Al Green,Lay It Down,5/29/2008,,,,,,,,
7697,6.2,The Futureheads,This Is Not the World,5/29/2008,,,,,,,,
7698,6.7,N\xc3\xb4ze,Songs on the Rocks,5/29/2008,,,,,,,,
7699,5.7,Delays,Everything's the Rush,5/28/2008,,,,,,,,
7700,7.1,Vijay Iyer,Tragicomic,5/30/2008,,,,,,,,
7701,7.5,The D\xc3\xb8,A Mouthful,5/30/2008,,,,,,,,
7702,8.7,Steinski,What Does It All Mean? 1983-2006 Retrospective,5/30/2008,,,,,,,,
7703,7.7,Bun B,II Trill,5/30/2008,,,,,,,,
7704,5.6,The Cinematic Orchestra,Live at the Royal Albert Hall,5/29/2008,,,,,,,,
7705,8,Wildbirds & Peacedrums,Heartcore,6/2/2008,,,,,,,,
7706,7.2,Ladytron,Velocifero,6/2/2008,,,,,,,,
7707,4.7,Weezer,Weezer (Red Album),6/2/2008,,,,,,,,
7708,8,Leviathan / Lurker of Chalice,Massive Conspiracy Against All Life / Lurker of Chalice,6/2/2008,,,,,,,,
7709,3.8,Nortec Collective Presents Bostich + Fussible,Tijuana Sound Machine,5/30/2008,,,,,,,,
7710,6.7,Helvetia,The Acrobats,6/3/2008,,,,,,,,
7711,6.1,The Black Angels,Directions to See a Ghost,6/3/2008,,,,,,,,
7712,7.8,Lykke Li,Youth Novels,6/3/2008,,,,,,,,
7713,8.4,Spiritualized,Songs in A&E,6/3/2008,,,,,,,,
7714,5.8,Nik Freitas,Sun Down,6/2/2008,,,,,,,,
7715,7.2,Hammock,Maybe They Will Sing for Us Tomorrow,6/4/2008,,,,,,,,
7716,7.7,Festival,"Come, Arrow, Come!",6/4/2008,,,,,,,,
7717,7.5,Opeth,Watershed,6/4/2008,,,,,,,,
7718,8,Shearwater,Rook,6/4/2008,,,,,,,,
7719,5.7,The Pinker Tones,Wild Animals,6/3/2008,,,,,,,,
7720,6.6,Young Knives,Superabundance,6/5/2008,,,,,,,,
7721,6.5,Vetiver,Thing of the Past,6/5/2008,,,,,,,,
7722,9.2,Gas,Nah Und Fern,6/5/2008,,,,,,,,
7723,4,Radiohead,The Best Of / The Best Of [Special Edition],6/5/2008,,,,,,,,
7724,6.3,Local H,12 Angry Months,6/4/2008,,,,,,,,
7725,6.8,The Death Set,Worldwide,6/6/2008,,,,,,,,
7726,6.4,Lemuria,Get Better,6/6/2008,,,,,,,,
7727,7.8,Erykah Badu,New Amerykah Part One: 4th World War,6/6/2008,,,,,,,,
7728,9,Fleet Foxes,Fleet Foxes,6/6/2008,,,,,,,,
7729,6.1,Marc Ribot,Party Intellectuals,6/5/2008,,,,,,,,
7730,6.5,Walter Meego,Voyager,6/9/2008,,,,,,,,
7731,6.7,Christopher Bissonnette,In Between Words,6/9/2008,,,,,,,,
7732,3.6,The Orb,The Dream,6/9/2008,,,,,,,,
7733,4.7,My Morning Jacket,Evil Urges,6/9/2008,,,,,,,,
7734,6.5,Okay,Huggable Dust,6/6/2008,,,,,,,,
7735,7.4,Thomas Brinkmann,When Horses Die,6/10/2008,,,,,,,,
7736,8,Shy Child,Noise Won't Stop,6/10/2008,,,,,,,,
7737,6.2,Supergrass,Diamond Hoo Ha,6/10/2008,,,,,,,,
7738,6.9,Robert Pollard,Robert Pollard Is Off to Business,6/10/2008,,,,,,,,
7739,5,James Pants,Welcome,6/9/2008,,,,,,,,
7740,4,Cassettes Won't Listen,Small-Time Machine,6/11/2008,,,,,,,,
7741,8.3,Paavoharju,Laulu Laakson Kukista,6/11/2008,,,,,,,,
7742,7.3,Adem,Takes,6/11/2008,,,,,,,,
7743,8.5,Crystal Antlers,EP,6/11/2008,,,,,,,,
7744,6.6,Ex Reverie,The Door Into Summer,6/10/2008,,,,,,,,
7745,7.6,D. Charles Speer and the Helix,After Hours,6/12/2008,,,,,,,,
7746,7.6,Sloan,Parallel Play,6/12/2008,,,,,,,,
7747,8.7,Lil Wayne,Tha Carter III,6/12/2008,,,,,,,,
7748,7,Lukestar,Lake Toba / Ailanthus,6/12/2008,,,,,,,,
7749,2.2,Yoav,Charmed & Strange,6/11/2008,,,,,,,,
7750,5.2,Paul Haig,Go Out Tonight,6/13/2008,,,,,,,,
7751,7.4,Richard Pinhas,Single Collection 1972-1980,6/13/2008,,,,,,,,
7752,4.6,N.E.R.D.,Seeing Sounds,6/13/2008,,,,,,,,
7753,8.3,The Beach Boys,U.S. Singles Collection: The Capitol Years (1962-1965),6/13/2008,,,,,,,,
7754,4.9,Mixel Pixel,Let's Be Friends,6/12/2008,,,,,,,,
7755,6.7,Monotonix,Body Language,6/16/2008,,,,,,,,
7756,9.2,Mogwai,Young Team [Deluxe Edition],6/16/2008,,,,,,,,
7757,6.9,Coldplay,Viva la Vida or Death and All His Friends,6/16/2008,,,,,,,,
7758,7.6,Jeremy Jay,A Place Where We Could Go / Airwalker EP,6/16/2008,,,,,,,,
7759,6.6,Bryan Scary,Flight of the Knife,6/13/2008,,,,,,,,
7760,7.5,Port O'Brien,All We Could Do Was Sing,6/17/2008,,,,,,,,
7761,8.9,Various Artists,African Scream Contest: Raw & Psychedelic Sounds From Benin & Togo 70s,6/17/2008,,,,,,,,
7762,7.5,King Khan and the Shrines,The Supreme Genius of King Khan and the Shrines,6/17/2008,,,,,,,,
7763,7.7,Wolf Parade,At Mount Zoomer,6/17/2008,,,,,,,,
7764,6.7,Windsor for the Derby,How We Lost,6/16/2008,,,,,,,,
7765,5.8,The Presets,Apocalypso,6/18/2008,,,,,,,,
7766,7.6,Orchestra Baobab,Made in Dakar,6/18/2008,,,,,,,,
7767,8.3,James Blackshaw,Litany of Echoes,6/18/2008,,,,,,,,
7768,6.7,Silver Jews,"Lookout Mountain, Lookout Sea",6/18/2008,,,,,,,,
7769,6.6,Nalle,The Siren's Wave,6/17/2008,,,,,,,,
7770,6.4,Auburn Lull,Begin Civil Twilight,6/19/2008,,,,,,,,
7771,7.7,The Notwist,"The Devil, You + Me",6/19/2008,,,,,,,,
7772,6.5,Scott Kelly / Steve Von Till,The Wake / A Grave Is a Grim Horse,6/19/2008,,,,,,,,
7773,7.6,Tilly and the Wall,O,6/19/2008,,,,,,,,
7774,7.4,The M's,Real Close Ones,6/18/2008,,,,,,,,
7775,7.6,Dan Friel,Ghost Town,6/20/2008,,,,,,,,
7776,7.5,Stars Like Fleas,The Ken Burns Effect,6/20/2008,,,,,,,,
7777,6.1,My Brightest Diamond,A Thousand Shark's Teeth,6/20/2008,,,,,,,,
7778,7.6,Religious Knives,Resin / It's After Dark,6/20/2008,,,,,,,,
7779,3.8,The Ting Tings,We Started Nothing,6/19/2008,,,,,,,,
7780,5.9,Mike Patton,A Perfect Place OST,6/23/2008,,,,,,,,
7781,6.5,The Herbaliser,Same As It Never Was,6/23/2008,,,,,,,,
7782,7.2,Ricardo Villalobos,Vasco EP Part 1,6/23/2008,,,,,,,,
7783,9.6,Liz Phair,Exile in Guyville [15th Anniversary Edition],6/23/2008,,,,,,,,
7784,6.7,Twine,Violets,6/20/2008,,,,,,,,
7785,7.8,Grails,Take Refuge in Clean Living,6/24/2008,,,,,,,,
7786,7.7,The Goslings,Occasion,6/24/2008,,,,,,,,
7787,7.8,Studio,Yearbook 2,6/24/2008,,,,,,,,
7788,7.5,Sigur R\xc3\xb3s,Me\xc3\xb0 su\xc3\xb0 \xc3\xad eyrum vi\xc3\xb0 spilum endalaust,6/24/2008,,,,,,,,
7789,5.5,Kidz in the Hall,The In Crowd,6/23/2008,,,,,,,,
7790,7.7,Dosh,Wolves and Wishes,6/25/2008,,,,,,,,
7791,6.9,South San Gabriel,Dual Hawks,6/25/2008,,,,,,,,
7792,8.4,Ponytail,Ice Cream Spiritual,6/25/2008,,,,,,,,
7793,6.4,Sally Shapiro,Remix Romance Vol. 2,6/25/2008,,,,,,,,
7794,4.6,Martina Topley-Bird,The Blue God,6/24/2008,,,,,,,,
7795,7.1,Fern Knight,Fern Knight,6/26/2008,,,,,,,,
7796,4.6,The Watson Twins,Fire Songs,6/26/2008,,,,,,,,
7797,8.6,Air France,No Way Down EP,6/26/2008,,,,,,,,
7798,6.5,Pyramids,Pyramids,6/26/2008,,,,,,,,
7799,6.1,Damon & Naomi,Within These Walls,6/25/2008,,,,,,,,
7800,4.9,Nurse With Wound,Huffin' Rag Blues,6/27/2008,,,,,,,,
7801,6.2,Bobby Womack,The Best of Bobby Womack: The Soul Years,6/27/2008,,,,,,,,
7802,7.7,Kleerup,Kleerup,6/27/2008,,,,,,,,
7803,8,Girl Talk,Feed the Animals,6/27/2008,,,,,,,,
7804,7.9,Plantlife,Time Traveller,6/26/2008,,,,,,,,
7805,7.5,Eliot Lipp,The Outside,7/1/2008,,,,,,,,
7806,6.8,Endless Boogie,Focus Level,7/1/2008,,,,,,,,
7807,5.8,Booka Shade,The Sun and the Neon Light,7/1/2008,,,,,,,,
7808,4,RZA,Digi Snacks,7/1/2008,,,,,,,,
7809,4.9,Pwrfl Power,Pwrfl Power,6/27/2008,,,,,,,,
7810,8.2,Syclops,I've Got My Eye on You,7/2/2008,,,,,,,,
7811,6.5,A-Trak,Running Man: Nike+ Original Run,7/2/2008,,,,,,,,
7812,7.7,David Bowie,Live: Santa Monica '72,7/2/2008,,,,,,,,
7813,8.8,Deltron 3030,Deltron 3030,7/1/2008,,,,,,,,
7814,6.2,Various Artists,Muting the Noise,7/1/2008,,,,,,,,
7815,5.8,Tall Firs,Too Old to Die Young,7/3/2008,,,,,,,,
7816,6.4,Love Is All,Wishing Well + 5 EP,7/3/2008,,,,,,,,
7817,8.1,Jay Reatard,Singles 06-07,7/3/2008,,,,,,,,
7818,5.4,Joseph Arthur,Could We Survive / Crazy Rain / Vagabond Skies / Foreign Girls,7/2/2008,,,,,,,,
7819,4.8,Roommate,We Were Enchanted,7/2/2008,,,,,,,,
7820,8.2,Various Artists,Nigeria Disco Funk Special / Nigeria Rock Special,7/7/2008,,,,,,,,
7821,6.7,Earlimart,Hymn and Her,7/7/2008,,,,,,,,
7822,7,Beck,Modern Guilt,7/7/2008,,,,,,,,
7823,5.4,"Son, Ambulance",Someone Else's Deja Vu,7/3/2008,,,,,,,,
7824,5.8,Modey Lemon,Season of Sweets,7/3/2008,,,,,,,,
7825,8.2,Vapnet,D\xc3\xb6da Fallet,7/8/2008,,,,,,,,
7826,8.5,Dennis Wilson,Pacific Ocean Blue: Legacy Edition,7/8/2008,,,,,,,,
7827,7.2,Ratatat,LP3,7/8/2008,,,,,,,,
7828,7.1,Kid Static,In the Meantime,7/7/2008,,,,,,,,
7829,6.8,Weird Weeds,I Miss This,7/7/2008,,,,,,,,
7830,8.9,Nachtmystium,"Assassins: Black Meddle, Pt. 1",7/9/2008,,,,,,,,
7831,6.7,Albert Hammond Jr.,\xc2\xbfC\xc3\xb3mo te Llama?,7/9/2008,,,,,,,,
7832,9.2,Sebadoh,Bubble and Scrape Deluxe Edition,7/9/2008,,,,,,,,
7833,5.2,Todd Barry,From Heaven,7/8/2008,,,,,,,,
7834,4,Blackstrap,Steal My Horses and Run,7/8/2008,,,,,,,,
7835,7.8,The War on Drugs,Wagonwheel Blues,7/10/2008,,,,,,,,
7836,7,Melvins,Nude With Boots,7/10/2008,,,,,,,,
7837,7.5,Wire,Object 47,7/10/2008,,,,,,,,
7838,7,The Botticellis,Old Home Movies,7/9/2008,,,,,,,,
7839,5.9,David Karsten Daniels,Fear of Flying,7/9/2008,,,,,,,,
7840,8.1,The Chap,Mega Breakfast,7/11/2008,,,,,,,,
7841,2.4,Sun City Girls / J. Spaceman,Mister Lonely: Music from a Film by Harmony Korine,7/11/2008,,,,,,,,
7842,8.3,Abe Vigoda,Skeleton,7/11/2008,,,,,,,,
7843,8,Hanggai,Introducing Hanggai,7/10/2008,,,,,,,,
7844,5.4,8Ball / MJG,We Are the South: Greatest Hits,7/10/2008,,,,,,,,
7845,8.3,Eat Skull,Sick to Death,7/14/2008,,,,,,,,
7846,5.8,Babyshambles,Oh What a Lovely Tour!,7/14/2008,,,,,,,,
7847,8.4,The Hold Steady,Stay Positive,7/14/2008,,,,,,,,
7848,7.5,The Fall,Imperial Wax Solvent,7/11/2008,,,,,,,,
7849,5.8,Nicolay & Kay,Time:Line,7/11/2008,,,,,,,,
7850,6.7,Three 6 Mafia,Last 2 Walk,7/15/2008,,,,,,,,
7851,8.5,The Pogues,Just Look Them Straight in the Eye and Say...Poguemahone!!,7/15/2008,,,,,,,,
7852,8.3,NOMO,Ghost Rock,7/15/2008,,,,,,,,
7853,6,Infinite Livez vs. Stade,Morgan Freeman's Psychedelic Semen,7/14/2008,,,,,,,,
7854,6.4,Sian Alice Group,The Dusk Line EP,7/14/2008,,,,,,,,
7855,7.5,Miles Benjamin Anthony Robinson,Miles Benjamin Anthony Robinson,7/16/2008,,,,,,,,
7856,7.5,Mirah,The Old Days Feeling,7/16/2008,,,,,,,,
7857,3.8,Nas,Untitled,7/16/2008,,,,,,,,
7858,7.7,Sharron Kraus / Rusalnaia,The Fox's Wedding / Rusalnaia,7/15/2008,,,,,,,,
7859,6.8,AU,Verbs,7/15/2008,,,,,,,,
7860,7.7,We Versus the Shark,Dirty Versions,7/17/2008,,,,,,,,
7861,4.6,David Banner,The Greatest Story Ever Told,7/17/2008,,,,,,,,
7862,8.6,Harvey Milk,Life...The Best Game in Town,7/17/2008,,,,,,,,
7863,1.9,Ed Harcourt,The Beautiful Lie,7/16/2008,,,,,,,,
7864,6.3,Osborne,Osborne,7/16/2008,,,,,,,,
7865,6.8,Julie Ocean,Long Gone and Nearly There,7/18/2008,,,,,,,,
7866,6.8,Patti Smith & Kevin Shields,The Coral Sea,7/18/2008,,,,,,,,
7867,7.5,Broken Social Scene Presents,Brendan Canning: Something For All of Us\xe2\x80\xa6,7/18/2008,,,,,,,,
7868,6.3,Woelv,"Tout Seul dans la For\xc3\xaat en Plein Jour, Avez-Vous Peur?",7/17/2008,,,,,,,,
7869,2.5,Thurston Moore,Sensitive/Lethal,7/17/2008,,,,,,,,
7870,7.9,Sic Alps,A Long Way Around to a Shortcut,7/22/2008,,,,,,,,
7871,7.9,Paul Weller,22 Dreams,7/22/2008,,,,,,,,
7872,3.3,Black Kids,Partie Traumatic,7/22/2008,,,,,,,,
7873,6.6,Head Like a Kite,There Is Loud Laughter Everywhere,7/18/2008,,,,,,,,
7874,5.9,The Wombats,"A Guide To Love, Loss & Desperation",7/18/2008,,,,,,,,
7875,8,Karen Dalton,Green Rocky Road,7/23/2008,,,,,,,,
7876,6.7,Jonathan Richman,Because Her Beauty Is Raw and Wild,7/23/2008,,,,,,,,
7877,6,Lackthereof,My Haunted / Your Anchor,7/23/2008,,,,,,,,
7878,6.4,"\xc2\xa1Forward, Russia!",Life Processes,7/22/2008,,,,,,,,
7879,7.5,Ida Maria,Fortress Round My Heart,7/22/2008,,,,,,,,
7880,7.2,Dino Felipe,No Fun Demo,7/24/2008,,,,,,,,
7881,7.9,Bodies of Water,A Certain Feeling,7/24/2008,,,,,,,,
